date,machine_id,location,product_name,stock_added,units_consumed,stock_remaining,day_of_week,month,notes
2026-02-13,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,1,10,Friday,February,
2026-02-13,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,6,72,Friday,February,
2026-02-14,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,59,Saturday,February,
2026-02-14,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,8,Saturday,February,
2026-02-14,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,8,47,Saturday,February,
2026-02-14,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,37,Saturday,February,
2026-02-14,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,7,Saturday,February,
2026-02-14,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,63,Saturday,February,
2026-02-15,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,53,Sunday,February,
2026-02-15,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,50,3,55,Sunday,February,Restocked
2026-02-15,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,8,39,Sunday,February,
2026-02-15,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,31,Sunday,February,
2026-02-15,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,40,3,44,Sunday,February,Restocked
2026-02-15,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,54,Sunday,February,
2026-02-16,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,49,Monday,February,
2026-02-16,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,52,Monday,February,
2026-02-16,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,34,Monday,February,
2026-02-16,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,27,Monday,February,
2026-02-16,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,41,Monday,February,
2026-02-16,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,47,Monday,February,
2026-02-17,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,44,Tuesday,February,
2026-02-17,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,49,Tuesday,February,
2026-02-17,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,27,Tuesday,February,
2026-02-17,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,3,24,Tuesday,February,
2026-02-17,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,39,Tuesday,February,
2026-02-17,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,40,Tuesday,February,
2026-02-18,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,40,Wednesday,February,
2026-02-18,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,46,Wednesday,February,
2026-02-18,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,22,Wednesday,February,
2026-02-18,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,20,Wednesday,February,
2026-02-18,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,37,Wednesday,February,
2026-02-18,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,32,Wednesday,February,
2026-02-19,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,36,Thursday,February,
2026-02-19,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,43,Thursday,February,
2026-02-19,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,16,Thursday,February,
2026-02-19,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,15,Thursday,February,
2026-02-19,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,34,Thursday,February,
2026-02-19,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,25,Thursday,February,
2026-02-20,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,33,Friday,February,
2026-02-20,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,40,Friday,February,
2026-02-20,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,10,Friday,February,
2026-02-20,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,10,Friday,February,
2026-02-20,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,31,Friday,February,
2026-02-20,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,18,Friday,February,
2026-02-21,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,27,Saturday,February,
2026-02-21,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,36,Saturday,February,
2026-02-21,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,72,8,74,Saturday,February,Restocked
2026-02-21,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,60,5,65,Saturday,February,Restocked
2026-02-21,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,28,Saturday,February,
2026-02-21,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,80,10,88,Saturday,February,Restocked
2026-02-22,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,22,Sunday,February,
2026-02-22,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,5,31,Sunday,February,
2026-02-22,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,8,66,Sunday,February,
2026-02-22,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,59,Sunday,February,
2026-02-22,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,4,24,Sunday,February,
2026-02-22,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,80,Sunday,February,
2026-02-23,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,18,Monday,February,
2026-02-23,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,28,Monday,February,
2026-02-23,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,61,Monday,February,
2026-02-23,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,54,Monday,February,
2026-02-23,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,22,Monday,February,
2026-02-23,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,71,Monday,February,
2026-02-24,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,15,Tuesday,February,
2026-02-24,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,25,Tuesday,February,
2026-02-24,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,55,Tuesday,February,
2026-02-24,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,49,Tuesday,February,
2026-02-24,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,19,Tuesday,February,
2026-02-24,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,64,Tuesday,February,
2026-02-25,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,11,Wednesday,February,
2026-02-25,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,22,Wednesday,February,
2026-02-25,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,50,Wednesday,February,
2026-02-25,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,45,Wednesday,February,
2026-02-25,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,16,Wednesday,February,
2026-02-25,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,57,Wednesday,February,
2026-02-26,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,8,Thursday,February,
2026-02-26,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,19,Thursday,February,
2026-02-26,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,44,Thursday,February,
2026-02-26,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,41,Thursday,February,
2026-02-26,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,14,Thursday,February,
2026-02-26,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,50,Thursday,February,
2026-02-27,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,60,4,64,Friday,February,Restocked
2026-02-27,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,16,Friday,February,
2026-02-27,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,39,Friday,February,
2026-02-27,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,37,Friday,February,
2026-02-27,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,12,Friday,February,
2026-02-27,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,5,45,Friday,February,
2026-02-28,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,60,Saturday,February,
2026-02-28,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,12,Saturday,February,
2026-02-28,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,32,Saturday,February,
2026-02-28,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,7,30,Saturday,February,
2026-02-28,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,4,8,Saturday,February,
2026-02-28,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,36,Saturday,February,
2026-03-01,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,54,Sunday,March,
2026-03-01,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,8,Sunday,March,
2026-03-01,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,9,23,Sunday,March,
2026-03-01,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,7,23,Sunday,March,
2026-03-01,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,40,4,44,Sunday,March,Restocked
2026-03-01,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,10,26,Sunday,March,
2026-03-02,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,49,Monday,March,
2026-03-02,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,50,5,53,Monday,March,Restocked
2026-03-02,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,16,Monday,March,
2026-03-02,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,17,Monday,March,
2026-03-02,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,41,Monday,March,
2026-03-02,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,18,Monday,March,
2026-03-03,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,44,Tuesday,March,
2026-03-03,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,49,Tuesday,March,
2026-03-03,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,9,Tuesday,March,
2026-03-03,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,12,Tuesday,March,
2026-03-03,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,38,Tuesday,March,
2026-03-03,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,9,Tuesday,March,
2026-03-04,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,38,Wednesday,March,
2026-03-04,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,45,Wednesday,March,
2026-03-04,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,72,9,72,Wednesday,March,Restocked
2026-03-04,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,7,Wednesday,March,
2026-03-04,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,35,Wednesday,March,
2026-03-04,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,80,8,81,Wednesday,March,Restocked
2026-03-05,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,32,Thursday,March,
2026-03-05,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,42,Thursday,March,
2026-03-05,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,66,Thursday,March,
2026-03-05,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,60,5,62,Thursday,March,Restocked
2026-03-05,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,33,Thursday,March,
2026-03-05,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,73,Thursday,March,
2026-03-06,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,28,Friday,March,
2026-03-06,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,38,Friday,March,
2026-03-06,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,59,Friday,March,
2026-03-06,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,7,55,Friday,March,
2026-03-06,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,30,Friday,March,
2026-03-06,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,65,Friday,March,
2026-03-07,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,23,Saturday,March,
2026-03-07,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,5,33,Saturday,March,
2026-03-07,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,52,Saturday,March,
2026-03-07,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,8,47,Saturday,March,
2026-03-07,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,4,26,Saturday,March,
2026-03-07,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,10,55,Saturday,March,
2026-03-08,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,18,Sunday,March,
2026-03-08,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,6,27,Sunday,March,
2026-03-08,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,8,44,Sunday,March,
2026-03-08,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,8,39,Sunday,March,
2026-03-08,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,23,Sunday,March,
2026-03-08,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,10,45,Sunday,March,
2026-03-09,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,13,Monday,March,
2026-03-09,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,23,Monday,March,
2026-03-09,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,38,Monday,March,
2026-03-09,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,33,Monday,March,
2026-03-09,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,20,Monday,March,
2026-03-09,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,37,Monday,March,
2026-03-10,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,8,Tuesday,March,
2026-03-10,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,19,Tuesday,March,
2026-03-10,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,31,Tuesday,March,
2026-03-10,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,29,Tuesday,March,
2026-03-10,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,18,Tuesday,March,
2026-03-10,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,10,27,Tuesday,March,
2026-03-11,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,60,5,63,Wednesday,March,Restocked
2026-03-11,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,16,Wednesday,March,
2026-03-11,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,8,23,Wednesday,March,
2026-03-11,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,24,Wednesday,March,
2026-03-11,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,4,14,Wednesday,March,
2026-03-11,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,19,Wednesday,March,
2026-03-12,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,57,Thursday,March,
2026-03-12,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,5,11,Thursday,March,
2026-03-12,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,17,Thursday,March,
2026-03-12,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,18,Thursday,March,
2026-03-12,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,11,Thursday,March,
2026-03-12,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,10,9,Thursday,March,
2026-03-13,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,53,Friday,March,
2026-03-13,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,7,Friday,March,
2026-03-13,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,8,9,Friday,March,
2026-03-13,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,14,Friday,March,
2026-03-13,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,8,Friday,March,
2026-03-13,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,80,6,83,Friday,March,Restocked
2026-03-14,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,47,Saturday,March,
2026-03-14,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,50,5,52,Saturday,March,Restocked
2026-03-14,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,72,9,72,Saturday,March,Restocked
2026-03-14,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,7,7,Saturday,March,
2026-03-14,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,40,5,43,Saturday,March,Restocked
2026-03-14,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,74,Saturday,March,
2026-03-15,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,42,Sunday,March,
2026-03-15,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,5,47,Sunday,March,
2026-03-15,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,9,63,Sunday,March,
2026-03-15,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,60,7,60,Sunday,March,Restocked
2026-03-15,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,40,Sunday,March,
2026-03-15,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,11,63,Sunday,March,
2026-03-16,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,38,Monday,March,
2026-03-16,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,43,Monday,March,
2026-03-16,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,56,Monday,March,
2026-03-16,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,55,Monday,March,
2026-03-16,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,37,Monday,March,
2026-03-16,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,56,Monday,March,
2026-03-17,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,33,Tuesday,March,
2026-03-17,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,39,Tuesday,March,
2026-03-17,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,50,Tuesday,March,
2026-03-17,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,49,Tuesday,March,
2026-03-17,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,34,Tuesday,March,
2026-03-17,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,49,Tuesday,March,
2026-03-18,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,28,Wednesday,March,
2026-03-18,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,36,Wednesday,March,
2026-03-18,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,44,Wednesday,March,
2026-03-18,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,45,Wednesday,March,
2026-03-18,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,4,30,Wednesday,March,
2026-03-18,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,41,Wednesday,March,
2026-03-19,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,24,Thursday,March,
2026-03-19,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,32,Thursday,March,
2026-03-19,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,38,Thursday,March,
2026-03-19,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,40,Thursday,March,
2026-03-19,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,27,Thursday,March,
2026-03-19,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,32,Thursday,March,
2026-03-20,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,20,Friday,March,
2026-03-20,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,28,Friday,March,
2026-03-20,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,32,Friday,March,
2026-03-20,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,36,Friday,March,
2026-03-20,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,25,Friday,March,
2026-03-20,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,10,22,Friday,March,
2026-03-21,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,7,13,Saturday,March,
2026-03-21,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,5,23,Saturday,March,
2026-03-21,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,9,23,Saturday,March,
2026-03-21,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,7,29,Saturday,March,
2026-03-21,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,5,20,Saturday,March,
2026-03-21,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,12,10,Saturday,March,
2026-03-22,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,7,Sunday,March,
2026-03-22,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,5,18,Sunday,March,
2026-03-22,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,16,Sunday,March,
2026-03-22,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,7,22,Sunday,March,
2026-03-22,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,4,16,Sunday,March,
2026-03-22,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,80,9,81,Sunday,March,Restocked
2026-03-23,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,60,4,63,Monday,March,Restocked
2026-03-23,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,15,Monday,March,
2026-03-23,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,8,8,Monday,March,
2026-03-23,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,16,Monday,March,
2026-03-23,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,13,Monday,March,
2026-03-23,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,10,71,Monday,March,
2026-03-24,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,58,Tuesday,March,
2026-03-24,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,12,Tuesday,March,
2026-03-24,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,72,8,72,Tuesday,March,Restocked
2026-03-24,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,10,Tuesday,March,
2026-03-24,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,10,Tuesday,March,
2026-03-24,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,63,Tuesday,March,
2026-03-25,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,54,Wednesday,March,
2026-03-25,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,9,Wednesday,March,
2026-03-25,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,65,Wednesday,March,
2026-03-25,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,60,7,63,Wednesday,March,Restocked
2026-03-25,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,8,Wednesday,March,
2026-03-25,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,54,Wednesday,March,
2026-03-26,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,50,Thursday,March,
2026-03-26,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,50,4,55,Thursday,March,Restocked
2026-03-26,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,59,Thursday,March,
2026-03-26,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,58,Thursday,March,
2026-03-26,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,40,3,45,Thursday,March,Restocked
2026-03-26,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,47,Thursday,March,
2026-03-27,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,45,Friday,March,
2026-03-27,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,51,Friday,March,
2026-03-27,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,53,Friday,March,
2026-03-27,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,53,Friday,March,
2026-03-27,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,42,Friday,March,
2026-03-27,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,38,Friday,March,
2026-03-28,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,39,Saturday,March,
2026-03-28,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,47,Saturday,March,
2026-03-28,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,9,44,Saturday,March,
2026-03-28,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,7,46,Saturday,March,
2026-03-28,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,39,Saturday,March,
2026-03-28,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,11,27,Saturday,March,
2026-03-29,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,6,33,Sunday,March,
2026-03-29,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,5,42,Sunday,March,
